session_duration,pages_visited,referral,device,cart_items,is_returning_user,made_purchase
88,7,Ads,Mobile,1,0,0
418,3,Ads,Tablet,1,1,0
215,5,Google,Mobile,1,0,0
116,7,Direct,Mobile,0,1,0
271,6,Google,Mobile,1,0,0
1637,11,Google,Desktop,1,1,0
171,4,Google,Mobile,1,0,0
760,9,Google,Mobile,1,1,1
126,9,Ads,Desktop,0,0,0
16,7,Direct,Desktop,2,0,0
68,5,Direct,Mobile,0,0,0
162,3,Google,Desktop,1,1,0
74,4,Ads,Mobile,0,1,0
0,6,Ads,Mobile,1,0,0
739,4,Google,Desktop,0,1,0
557,4,Ads,Mobile,1,0,1
406,7,Google,Desktop,1,1,0
55,2,Google,Desktop,1,1,0
38,2,Google,Tablet,2,1,1
20,5,Google,Mobile,1,0,0
386,5,Google,Mobile,0,1,0
792,3,Google,Mobile,0,0,1
168,4,Google,Desktop,1,1,1
38,6,Google,Mobile,4,0,0
215,4,Direct,Mobile,0,1,1
128,1,Ads,Desktop,0,0,0
140,2,Direct,Mobile,0,1,1
291,3,Ads,Mobile,0,1,1
380,9,Direct,Mobile,1,0,0
35,3,Direct,Mobile,1,1,0
10,5,Ads,Desktop,0,1,0
1551,3,Ads,Mobile,3,1,0
79,2,Google,Mobile,0,1,0
16,5,Ads,Desktop,0,0,1
63,6,Google,Mobile,1,0,0
11,4,Ads,Desktop,2,0,0
149,9,Ads,Mobile,2,1,0
486,10,Direct,Mobile,1,1,0
125,5,Direct,Desktop,1,1,1
176,5,Google,Mobile,1,1,0
337,3,Ads,Mobile,0,0,0
213,6,Direct,Mobile,0,1,1
592,6,Direct,Mobile,0,0,1
603,3,Direct,Mobile,3,1,1
2,5,Google,Mobile,1,0,0
451,7,Google,Mobile,0,0,0
185,6,Google,Mobile,2,1,0
1348,7,Direct,Tablet,1,1,1
198,3,Ads,Mobile,0,1,1
1300,7,Ads,Desktop,1,0,1
421,5,Direct,Mobile,2,0,0
85,8,Google,Desktop,1,1,0
231,8,Ads,Mobile,1,1,0
1453,7,Ads,Desktop,1,1,1
584,6,Google,Desktop,1,1,1
30,6,Google,Mobile,1,1,1
367,6,Google,Mobile,1,1,1
127,12,Ads,Desktop,0,1,1
2,5,Google,Desktop,1,1,0
154,7,Google,Mobile,0,0,1
80,4,Direct,Mobile,0,0,1
512,6,Ads,Mobile,1,1,0
123,6,Ads,Desktop,0,1,1
527,6,Google,Mobile,1,1,0
0,2,Google,Mobile,2,0,1
110,4,Direct,Mobile,0,1,0
82,4,Ads,Desktop,1,1,0
79,2,Google,Desktop,1,0,1
21,6,Ads,Mobile,1,1,1
62,6,Google,Mobile,1,0,1
243,2,Direct,Mobile,1,1,0
103,5,Google,Mobile,0,0,1
162,4,Google,Desktop,1,1,1
141,4,Direct,Mobile,0,0,0
626,5,Google,Mobile,0,0,0
707,8,Direct,Mobile,1,0,0
203,5,Ads,Mobile,1,1,0
120,5,Google,Mobile,3,1,1
33,6,Google,Desktop,2,0,0
919,4,Ads,Desktop,2,0,0
18,8,Ads,Mobile,2,0,0
105,4,Google,Mobile,2,0,1
106,3,Direct,Mobile,0,1,0
115,9,Ads,Desktop,0,1,0
53,6,Direct,Tablet,0,0,1
458,1,Google,Mobile,1,0,0
39,6,Google,Tablet,0,1,1
302,6,Direct,Mobile,0,1,0
39,2,Ads,Mobile,1,1,0
21,6,Ads,Desktop,1,0,0
720,6,Ads,Mobile,2,1,1
63,3,Google,Mobile,0,1,1
516,5,Google,Mobile,0,1,1
235,3,Ads,Mobile,0,1,1
24,9,Ads,Mobile,1,1,0
933,6,Direct,Desktop,1,0,1
85,5,Google,Desktop,2,1,0
589,9,Google,Tablet,2,0,0
55,6,Ads,Mobile,1,1,0
577,5,Ads,Mobile,0,1,0
3,5,Google,Tablet,2,0,0
215,4,Google,Desktop,0,1,0
440,3,Google,Mobile,1,0,1
819,5,Google,Mobile,1,1,1
719,3,Ads,Mobile,1,0,0
513,7,Ads,Tablet,0,1,1
657,5,Direct,Mobile,2,0,0
66,4,Google,Mobile,1,1,0
100,8,Ads,Desktop,0,0,0
102,3,Direct,Tablet,1,1,1
141,4,Direct,Mobile,1,0,1
149,3,Google,Tablet,1,1,1
235,7,Google,Mobile,1,1,1
52,3,Direct,Desktop,1,1,1
352,9,Ads,Tablet,1,0,0
55,3,Ads,Mobile,3,0,1
111,3,Direct,Mobile,2,0,1
209,3,Google,Desktop,1,0,1
477,3,Google,Mobile,1,1,1
403,6,Google,Mobile,3,1,1
311,8,Direct,Mobile,1,0,1
50,0,Ads,Desktop,0,0,0
237,3,Google,Mobile,1,1,1
27,7,Ads,Desktop,2,0,0
142,3,Google,Mobile,0,1,1
160,7,Google,Desktop,2,0,0
12,2,Google,Mobile,1,1,0
96,6,Ads,Mobile,0,1,0
934,4,Ads,Mobile,0,1,1
921,5,Ads,Desktop,0,1,0
130,3,Google,Desktop,0,1,0
13,6,Direct,Tablet,1,0,1
59,6,Ads,Mobile,1,1,1
149,7,Google,Tablet,2,1,1
885,3,Google,Mobile,1,0,1
45,2,Direct,Mobile,3,1,1
432,8,Google,Mobile,2,1,1
34,2,Direct,Desktop,3,1,1
1193,8,Google,Desktop,1,1,0
144,4,Direct,Mobile,0,0,0
447,7,Google,Mobile,1,1,0
125,4,Direct,Mobile,2,0,1
296,7,Direct,Tablet,0,0,0
63,3,Ads,Mobile,0,0,0
47,5,Ads,Desktop,1,1,1
834,6,Google,Mobile,3,1,0
749,8,Ads,Tablet,0,0,1
655,7,Ads,Desktop,0,1,1
294,5,Google,Mobile,0,0,0
495,9,Ads,Mobile,2,1,0
21,6,Direct,Tablet,0,0,1
122,9,Google,Mobile,0,1,1
112,6,Google,Mobile,0,1,0
302,9,Google,Mobile,1,1,1
131,5,Direct,Mobile,2,1,1
48,8,Direct,Desktop,1,1,1
272,4,Ads,Desktop,1,1,1
505,5,Ads,Desktop,1,1,0
144,0,Direct,Mobile,0,0,1
42,2,Google,Mobile,0,1,1
65,2,Ads,Desktop,1,0,0
81,2,Google,Desktop,2,0,1
106,2,Direct,Mobile,1,0,1
308,2,Google,Tablet,1,0,1
275,2,Ads,Desktop,1,1,1
357,11,Google,Mobile,1,0,0
135,6,Direct,Tablet,1,0,0
521,3,Direct,Tablet,0,0,1
68,3,Google,Tablet,1,1,0
189,5,Ads,Desktop,0,1,1
484,5,Google,Mobile,1,1,0
59,2,Google,Tablet,1,1,0
34,5,Google,Desktop,1,1,0
645,7,Direct,Desktop,0,0,0
125,6,Google,Tablet,1,1,1
345,3,Google,Mobile,0,1,0
7,6,Direct,Tablet,0,1,0
351,1,Direct,Desktop,1,1,0
113,11,Google,Mobile,0,0,1
17,4,Google,Desktop,2,1,1
282,5,Ads,Desktop,0,1,1
82,4,Google,Mobile,2,0,0
146,1,Google,Tablet,0,1,0
25,5,Google,Mobile,2,1,0
47,6,Google,Tablet,1,0,1
106,7,Google,Desktop,2,1,0
28,6,Ads,Tablet,2,1,0
725,8,Google,Mobile,0,0,0
1,4,Direct,Desktop,2,0,1
198,11,Direct,Desktop,0,1,1
39,7,Google,Desktop,0,1,1
110,8,Google,Mobile,1,1,1
781,6,Google,Tablet,1,1,0
52,7,Google,Tablet,0,0,0
1012,2,Google,Mobile,1,0,1
69,6,Google,Mobile,1,1,0
405,3,Google,Mobile,0,1,1
237,6,Google,Mobile,0,1,1
647,6,Ads,Mobile,1,1,1
242,3,Google,Desktop,2,0,1
229,9,Google,Mobile,2,1,1
65,3,Google,Desktop,1,0,1
54,6,Google,Desktop,1,1,0
744,5,Ads,Mobile,0,1,0
119,2,Google,Mobile,0,0,0
139,6,Google,Desktop,3,1,1
427,6,Direct,Mobile,1,0,0
124,4,Ads,Desktop,0,0,0
911,8,Ads,Desktop,3,0,0
401,2,Google,Mobile,0,0,1
272,6,Ads,Mobile,1,1,1
638,7,Direct,Mobile,2,0,0
15,4,Google,Mobile,0,0,0
89,4,Direct,Desktop,1,1,0
187,7,Google,Mobile,2,1,1
77,5,Google,Mobile,3,1,0
408,1,Ads,Mobile,1,1,0
754,3,Google,Desktop,1,1,1
165,5,Google,Mobile,1,0,0
125,3,Ads,Mobile,3,1,0
977,4,Ads,Mobile,1,0,0
176,5,Google,Desktop,1,1,1
201,4,Google,Mobile,1,1,1
129,1,Google,Desktop,2,0,0
720,9,Direct,Mobile,1,0,1
252,3,Ads,Mobile,1,0,1
430,10,Direct,Tablet,2,1,0
501,2,Direct,Mobile,1,1,0
125,2,Google,Mobile,1,0,0
170,4,Direct,Mobile,0,1,1
566,7,Ads,Mobile,1,0,0
135,5,Ads,Mobile,3,0,0
473,2,Google,Desktop,0,1,0
849,6,Ads,Desktop,2,0,1
292,6,Ads,Desktop,1,0,1
406,4,Ads,Desktop,2,1,1
490,4,Google,Mobile,1,0,1
559,3,Ads,Mobile,0,1,1
150,1,Google,Mobile,0,1,1
15,5,Ads,Mobile,0,1,1
154,4,Ads,Mobile,0,0,1
336,2,Ads,Desktop,1,1,1
179,2,Google,Mobile,3,1,0
414,8,Ads,Mobile,1,0,0
132,6,Google,Tablet,0,1,1
302,4,Google,Mobile,2,0,0
61,4,Google,Mobile,0,1,1
415,3,Ads,Tablet,1,1,1
236,3,Google,Mobile,1,0,0
68,5,Google,Mobile,1,0,0
103,4,Ads,Mobile,2,0,1
414,7,Ads,Mobile,0,0,0
197,7,Google,Mobile,0,0,0
73,5,Google,Mobile,1,0,0
1025,5,Google,Mobile,2,1,1
376,4,Direct,Desktop,2,0,0
944,3,Ads,Desktop,0,1,1
167,4,Direct,Mobile,0,0,0
193,2,Ads,Mobile,2,1,1
684,2,Direct,Desktop,2,0,1
223,6,Google,Mobile,2,1,0
368,7,Ads,Desktop,1,1,0
87,2,Ads,Mobile,2,0,0
177,4,Google,Mobile,0,1,1
39,7,Google,Mobile,1,0,0
69,2,Google,Tablet,1,1,0
0,6,Ads,Mobile,2,1,1
12,5,Google,Mobile,0,0,0
1135,9,Ads,Mobile,2,0,0
83,5,Direct,Mobile,0,1,0
326,3,Direct,Mobile,1,0,1
548,5,Direct,Desktop,0,1,0
239,2,Ads,Mobile,1,1,1
49,15,Google,Desktop,1,1,0
390,8,Google,Mobile,0,1,1
275,6,Google,Mobile,0,1,0
394,4,Google,Tablet,1,1,0
440,10,Google,Mobile,2,0,0
1111,3,Google,Tablet,0,1,0
255,3,Ads,Desktop,1,1,0
125,6,Ads,Mobile,3,1,1
313,5,Google,Mobile,0,0,1
21,6,Google,Desktop,2,0,0
683,5,Google,Desktop,3,0,0
38,6,Ads,Mobile,0,1,1
119,6,Google,Mobile,2,0,0
507,8,Ads,Desktop,2,0,0
272,2,Direct,Desktop,0,0,0
150,5,Ads,Mobile,1,0,1
192,4,Ads,Mobile,1,1,0
578,2,Google,Mobile,1,1,0
124,6,Ads,Mobile,1,0,1
611,7,Ads,Mobile,2,1,0
27,6,Direct,Desktop,2,0,1
449,9,Ads,Mobile,0,1,1
564,4,Ads,Desktop,1,0,1
60,5,Ads,Tablet,1,1,0
168,3,Google,Mobile,2,1,1
54,0,Google,Desktop,1,1,1
367,8,Google,Tablet,1,1,1
229,5,Google,Desktop,0,1,1
302,7,Google,Mobile,0,1,1
65,7,Ads,Desktop,0,1,0
71,5,Direct,Desktop,0,0,1
12,2,Direct,Mobile,1,1,1
116,6,Ads,Mobile,2,0,1
246,3,Google,Desktop,2,0,1
585,9,Direct,Mobile,5,1,1
329,2,Ads,Tablet,1,1,0
171,3,Google,Tablet,2,1,1
918,11,Direct,Mobile,2,0,1
381,6,Google,Desktop,3,1,1
798,1,Direct,Mobile,1,1,0
224,8,Google,Mobile,0,1,0
89,8,Direct,Tablet,0,0,0
16,8,Ads,Mobile,2,1,1
388,3,Google,Mobile,1,0,0
38,8,Ads,Desktop,0,1,1
108,7,Ads,Mobile,3,0,1
228,4,Google,Desktop,0,0,0
249,6,Ads,Tablet,2,1,0
275,7,Google,Mobile,1,0,1
54,2,Ads,Mobile,1,0,1
143,8,Ads,Mobile,1,1,1
288,14,Ads,Tablet,1,0,1
1050,6,Google,Mobile,0,1,0
390,2,Google,Mobile,1,1,0
767,3,Ads,Mobile,1,1,0
430,5,Google,Tablet,5,0,0
268,8,Google,Mobile,1,0,0
63,5,Ads,Mobile,1,1,1
329,1,Direct,Mobile,2,1,1
292,4,Google,Desktop,2,1,1
276,7,Ads,Mobile,0,1,0
201,12,Google,Tablet,0,1,0
225,1,Ads,Mobile,1,1,1
122,6,Google,Mobile,0,1,1
219,2,Ads,Mobile,3,1,0
66,1,Direct,Mobile,2,1,0
490,12,Google,Mobile,0,0,0
61,5,Direct,Mobile,1,0,0
26,9,Google,Mobile,0,0,0
171,3,Direct,Tablet,2,0,0
322,4,Direct,Tablet,0,0,1
172,3,Google,Mobile,0,0,0
97,1,Ads,Mobile,0,0,1
245,4,Google,Mobile,0,0,0
127,6,Google,Desktop,1,1,0
810,5,Ads,Mobile,1,0,1
767,4,Google,Mobile,0,0,0
209,6,Google,Mobile,1,1,1
119,4,Ads,Desktop,0,0,0
400,2,Google,Desktop,1,0,0
11,7,Ads,Mobile,0,1,1
193,3,Direct,Mobile,1,0,0
122,3,Direct,Desktop,1,1,1
759,4,Ads,Mobile,2,1,0
3,4,Google,Mobile,1,1,0
241,5,Ads,Mobile,2,1,1
404,1,Google,Mobile,1,1,1
199,1,Google,Mobile,0,1,0
26,5,Ads,Mobile,2,1,0
1077,2,Google,Mobile,2,0,1
218,2,Ads,Mobile,1,0,0
285,7,Direct,Mobile,1,1,0
80,2,Direct,Desktop,4,1,1
198,5,Direct,Mobile,1,0,1
168,5,Google,Mobile,2,1,0
23,6,Google,Mobile,1,0,0
33,6,Google,Desktop,2,0,1
545,3,Ads,Desktop,0,1,0
82,6,Google,Desktop,1,1,0
65,9,Direct,Mobile,0,1,1
210,3,Google,Mobile,0,1,1
439,4,Google,Mobile,2,0,0
19,3,Direct,Mobile,1,1,1
257,4,Direct,Mobile,1,1,0
38,9,Google,Desktop,0,1,1
11,3,Google,Mobile,3,1,0
16,3,Ads,Mobile,1,0,0
539,4,Google,Mobile,1,0,0
37,6,Google,Mobile,1,1,1
13,3,Ads,Mobile,2,1,0
172,5,Ads,Mobile,1,0,0
557,2,Google,Tablet,5,1,1
91,5,Google,Desktop,1,0,1
164,4,Google,Tablet,0,0,1
12,11,Ads,Tablet,0,1,1
178,5,Ads,Desktop,1,0,1
258,7,Ads,Desktop,1,0,0
253,5,Direct,Mobile,1,1,1
121,2,Direct,Mobile,2,0,0
113,6,Google,Desktop,0,1,0
33,5,Ads,Mobile,2,1,1
137,2,Ads,Desktop,0,1,0
31,5,Direct,Desktop,1,0,0
436,4,Direct,Mobile,0,1,1
1016,4,Google,Desktop,1,0,0
1052,5,Google,Mobile,1,1,1
600,4,Ads,Desktop,1,1,0
275,6,Google,Tablet,1,1,0
362,4,Google,Mobile,0,1,0
100,6,Google,Mobile,0,1,1
298,5,Direct,Desktop,0,1,1
182,3,Google,Mobile,1,0,1
197,3,Ads,Mobile,1,0,1
425,6,Direct,Mobile,0,0,0
99,4,Direct,Desktop,1,1,1
114,5,Ads,Desktop,0,0,0
775,3,Ads,Desktop,0,1,0
17,6,Google,Tablet,2,0,0
199,8,Direct,Mobile,0,1,0
731,1,Google,Tablet,0,0,0
282,6,Google,Desktop,3,0,0
237,5,Google,Desktop,1,1,0
86,5,Google,Desktop,2,0,0
126,6,Ads,Mobile,1,1,0
573,9,Google,Mobile,1,1,0
245,6,Google,Tablet,0,0,0
216,7,Google,Mobile,0,1,0
31,3,Direct,Mobile,0,1,0
4,5,Ads,Mobile,1,0,0
994,4,Google,Desktop,0,1,1
141,7,Google,Desktop,2,0,1
277,2,Google,Mobile,2,1,0
24,4,Google,Mobile,0,1,1
344,8,Direct,Mobile,3,0,1
808,1,Google,Desktop,2,1,1
257,4,Ads,Mobile,0,0,0
40,12,Google,Mobile,0,1,0
261,4,Google,Mobile,1,0,0
436,8,Direct,Tablet,1,0,1
156,6,Google,Mobile,0,0,1
635,9,Ads,Tablet,1,0,0
313,7,Google,Mobile,3,1,0
688,5,Ads,Mobile,2,1,0
293,4,Direct,Mobile,1,1,1
42,8,Direct,Mobile,0,1,1
111,2,Google,Mobile,1,1,0
67,3,Direct,Desktop,1,1,0
718,2,Ads,Mobile,0,1,0
428,4,Direct,Tablet,2,1,1
338,9,Google,Mobile,1,0,0
107,5,Google,Desktop,1,1,0
61,4,Ads,Desktop,0,0,0
423,5,Ads,Mobile,1,0,1
192,6,Ads,Desktop,2,1,0
76,4,Google,Mobile,0,1,0
287,6,Google,Mobile,0,0,0
12,6,Google,Desktop,2,0,1
118,7,Google,Desktop,0,1,0
189,7,Google,Desktop,3,1,0
48,3,Direct,Mobile,3,0,1
1253,5,Google,Mobile,1,0,1
70,3,Google,Mobile,1,1,0
41,5,Ads,Desktop,1,1,0
68,5,Ads,Mobile,1,0,1
439,4,Ads,Desktop,3,0,0
166,4,Ads,Mobile,1,1,0
250,4,Google,Mobile,0,0,0
6,5,Ads,Mobile,0,1,0
10,7,Google,Mobile,0,1,0
177,2,Google,Desktop,1,1,1
508,4,Direct,Mobile,0,0,1
649,7,Ads,Mobile,1,1,1
27,2,Ads,Desktop,0,1,0
231,5,Google,Mobile,0,1,1
733,10,Google,Mobile,4,0,1
147,9,Ads,Mobile,2,0,1
530,6,Google,Tablet,2,1,0
43,3,Direct,Mobile,0,0,0
821,10,Google,Mobile,0,1,0
417,1,Ads,Mobile,0,1,1
850,11,Ads,Mobile,0,1,0
338,2,Direct,Mobile,3,0,1
135,6,Google,Mobile,1,1,1
835,5,Google,Desktop,1,0,1
96,9,Direct,Mobile,0,1,1
121,9,Google,Tablet,3,0,1
362,7,Ads,Mobile,0,1,0
434,9,Google,Mobile,4,0,1
795,7,Direct,Mobile,1,1,0
68,4,Direct,Mobile,0,0,1
479,2,Ads,Mobile,1,1,0
402,3,Google,Mobile,1,1,1
19,5,Google,Mobile,2,0,0
146,4,Google,Desktop,2,1,1
99,2,Google,Desktop,2,1,1
108,2,Google,Mobile,1,1,1
1221,3,Google,Mobile,3,1,1
308,1,Google,Mobile,1,1,1
379,4,Google,Mobile,1,0,1
1126,4,Ads,Mobile,1,1,0
142,7,Google,Mobile,0,0,1
485,6,Direct,Mobile,1,1,1
171,1,Google,Mobile,1,1,1
610,4,Google,Mobile,0,1,0
59,5,Google,Desktop,0,1,0
885,5,Ads,Mobile,0,1,0
74,4,Google,Mobile,2,0,0
118,4,Google,Mobile,1,1,1
423,9,Google,Mobile,0,1,1
150,9,Ads,Mobile,1,1,1
281,4,Google,Tablet,1,0,1
176,7,Google,Mobile,3,1,1
406,2,Direct,Tablet,1,1,1
77,5,Google,Mobile,0,0,1
18,6,Google,Mobile,0,1,0
106,4,Google,Tablet,3,1,0
192,1,Google,Mobile,0,1,1
55,5,Google,Desktop,0,1,1
131,2,Google,Desktop,0,0,0
153,5,Ads,Mobile,1,1,1
17,7,Google,Desktop,0,1,1
262,3,Direct,Mobile,0,0,0
647,4,Google,Mobile,0,0,1
49,5,Direct,Mobile,0,0,0
273,6,Google,Mobile,1,0,1
327,6,Ads,Desktop,0,1,1
163,5,Direct,Desktop,0,1,1
362,11,Ads,Mobile,1,1,1
158,4,Direct,Mobile,0,1,0
210,2,Google,Mobile,0,1,0
2,6,Google,Desktop,0,0,1
353,2,Ads,Tablet,1,0,0
324,10,Google,Desktop,1,0,0
11,2,Ads,Mobile,0,1,0
137,6,Google,Mobile,2,0,1
1159,3,Ads,Desktop,3,1,1
163,5,Direct,Desktop,1,1,1
209,4,Google,Desktop,2,1,1
722,5,Google,Desktop,2,0,0
378,5,Ads,Mobile,2,0,1
261,6,Ads,Mobile,1,0,1
479,2,Google,Tablet,0,1,0
599,5,Google,Desktop,2,1,1
183,9,Ads,Desktop,1,1,0
193,6,Google,Mobile,0,0,0
146,5,Ads,Desktop,2,0,0
1020,4,Ads,Desktop,0,1,0
358,5,Google,Desktop,0,0,0
26,4,Ads,Desktop,1,1,1
596,5,Google,Mobile,0,1,1
196,4,Google,Tablet,0,1,0
21,7,Google,Mobile,0,0,0
239,4,Google,Mobile,0,0,0
161,5,Ads,Mobile,1,1,0
630,3,Ads,Tablet,1,1,1
68,3,Google,Mobile,1,1,1
525,3,Direct,Mobile,1,0,0
244,5,Google,Mobile,1,1,0
16,5,Ads,Mobile,2,0,1
1071,1,Google,Mobile,2,0,1
215,1,Ads,Tablet,0,0,1
103,2,Ads,Mobile,1,1,1
190,5,Google,Mobile,0,0,1
585,5,Direct,Desktop,2,0,0
109,0,Ads,Desktop,1,0,0
64,3,Ads,Tablet,0,1,1
41,5,Google,Desktop,1,1,0
106,4,Direct,Mobile,0,0,0
454,4,Google,Tablet,0,0,1
191,1,Google,Desktop,2,1,1
77,2,Ads,Mobile,1,1,1
54,6,Google,Mobile,2,1,1
121,7,Google,Tablet,1,1,1
843,6,Ads,Mobile,2,1,0
126,6,Google,Mobile,1,0,0
1329,6,Google,Mobile,0,0,1
199,10,Ads,Desktop,1,0,1
59,11,Google,Mobile,1,0,1
665,4,Ads,Mobile,2,0,1
185,3,Direct,Mobile,1,1,1
371,5,Ads,Mobile,1,1,1
1235,4,Ads,Mobile,0,1,1
15,2,Google,Mobile,0,1,1
30,4,Google,Mobile,2,0,0
382,3,Google,Mobile,2,0,0
99,7,Google,Mobile,0,1,1
61,6,Google,Desktop,1,0,1
12,7,Ads,Tablet,1,1,1
6,4,Google,Mobile,3,1,1
446,5,Direct,Tablet,2,0,1
43,2,Ads,Mobile,0,0,0
189,3,Google,Desktop,0,0,1
279,4,Direct,Desktop,0,0,1
167,4,Direct,Tablet,0,0,1
8,4,Direct,Mobile,2,1,0
459,9,Ads,Mobile,2,1,0
3,8,Ads,Mobile,0,0,0
430,7,Google,Mobile,1,1,0
671,4,Google,Desktop,0,1,1
170,4,Ads,Desktop,0,0,1
230,7,Google,Mobile,1,1,1
194,3,Direct,Desktop,0,0,0
147,8,Direct,Mobile,1,1,1
655,7,Google,Desktop,2,0,1
673,4,Google,Tablet,1,1,0
122,4,Google,Desktop,0,1,0
286,3,Ads,Desktop,0,0,1
784,5,Google,Mobile,2,1,1
981,3,Google,Mobile,0,0,1
213,7,Google,Mobile,1,0,1
180,5,Google,Tablet,1,1,1
98,9,Ads,Mobile,0,1,1
957,3,Ads,Desktop,1,1,1
46,5,Ads,Mobile,1,1,0
260,6,Direct,Desktop,1,1,1
99,4,Ads,Desktop,1,1,1
98,3,Direct,Mobile,2,1,0
155,8,Direct,Desktop,0,1,0
2015,13,Google,Desktop,0,1,1
16,1,Google,Mobile,2,0,1
259,4,Ads,Desktop,2,0,0
25,5,Google,Mobile,1,1,1
50,3,Ads,Mobile,1,1,0
173,3,Ads,Mobile,2,0,1
214,4,Google,Mobile,1,0,1
89,3,Ads,Mobile,0,0,1
114,4,Google,Mobile,0,1,0
27,8,Google,Mobile,0,1,1
108,4,Ads,Mobile,1,1,1
1019,0,Google,Mobile,2,0,1
868,8,Ads,Desktop,1,1,1
122,2,Ads,Mobile,0,0,0
253,5,Google,Mobile,3,0,0
721,3,Google,Tablet,1,1,0
1,4,Ads,Mobile,2,1,0
499,5,Google,Mobile,3,1,1
889,1,Ads,Desktop,1,1,1
28,9,Direct,Tablet,0,1,0
52,7,Google,Mobile,1,0,0
971,5,Google,Desktop,1,1,0
231,6,Ads,Mobile,1,0,0
4,3,Ads,Mobile,2,1,0
89,6,Google,Mobile,2,1,0
179,4,Google,Desktop,2,1,0
354,6,Ads,Mobile,0,0,0
396,5,Ads,Mobile,1,1,1
1615,11,Google,Mobile,2,0,1
101,5,Direct,Desktop,3,1,1
231,9,Google,Mobile,2,0,0
228,7,Ads,Mobile,0,1,1
156,6,Ads,Tablet,0,1,1
55,6,Direct,Desktop,1,1,1
1137,7,Direct,Mobile,0,1,0
575,5,Ads,Mobile,1,1,0
206,6,Google,Mobile,0,0,0
277,6,Ads,Tablet,0,0,0
77,6,Ads,Desktop,2,1,0
235,4,Google,Mobile,0,1,0
356,7,Google,Tablet,2,0,1
217,4,Direct,Desktop,2,0,1
1390,4,Google,Mobile,0,0,1
283,7,Google,Desktop,0,1,1
139,0,Direct,Mobile,1,0,1
443,5,Google,Mobile,1,1,1
56,4,Google,Mobile,2,1,1
145,3,Direct,Desktop,0,1,1
127,4,Google,Tablet,1,1,1
169,4,Google,Tablet,1,0,1
456,7,Ads,Mobile,0,1,1
198,5,Direct,Mobile,2,1,1
473,8,Google,Tablet,0,1,1
257,6,Google,Desktop,1,0,1
125,5,Ads,Mobile,0,0,1
498,6,Google,Mobile,2,1,0
81,4,Google,Tablet,2,1,1
76,2,Google,Mobile,2,1,0
210,5,Direct,Mobile,0,1,0
90,5,Google,Desktop,0,1,0
2,9,Google,Desktop,0,1,0
313,7,Google,Mobile,2,0,1
214,3,Ads,Mobile,4,0,1
176,2,Google,Desktop,0,0,1
1023,7,Google,Mobile,0,0,1
254,5,Direct,Tablet,2,0,1
597,5,Google,Mobile,1,1,1
45,3,Google,Mobile,0,1,0
252,6,Google,Desktop,2,1,0
607,2,Google,Mobile,1,1,0
262,5,Ads,Mobile,1,0,1
379,7,Google,Desktop,1,1,0
139,4,Ads,Mobile,0,0,0
29,8,Direct,Mobile,0,0,0
183,8,Google,Desktop,1,0,0
150,8,Direct,Desktop,2,1,1
605,3,Google,Desktop,2,0,1
83,4,Ads,Mobile,0,1,0
1020,8,Google,Mobile,0,0,0
952,11,Google,Desktop,1,1,1
85,7,Google,Mobile,1,1,1
128,8,Google,Desktop,0,1,1
677,5,Direct,Mobile,2,1,0
1019,5,Google,Mobile,0,1,0
175,6,Direct,Mobile,0,1,0
116,6,Direct,Mobile,1,0,1
224,0,Google,Mobile,1,1,1
349,8,Google,Desktop,2,0,0
95,7,Ads,Mobile,0,1,0
400,5,Ads,Desktop,0,1,1
15,3,Google,Mobile,0,0,1
15,4,Google,Mobile,0,0,1
146,6,Google,Desktop,2,1,0
130,4,Direct,Mobile,0,0,1
113,4,Google,Desktop,3,0,0
202,6,Ads,Tablet,0,1,1
116,3,Google,Mobile,0,1,0
64,3,Ads,Mobile,0,0,0
111,3,Direct,Mobile,1,1,1
1105,5,Google,Tablet,1,0,1
158,7,Google,Desktop,1,0,0
176,5,Ads,Desktop,3,1,0
257,6,Direct,Desktop,0,1,0
1228,2,Ads,Tablet,1,1,1
82,2,Ads,Mobile,2,1,1
343,5,Ads,Mobile,3,1,0
377,5,Google,Desktop,1,1,0
280,3,Ads,Desktop,3,0,0
27,9,Google,Mobile,2,1,0
338,4,Google,Desktop,1,1,0
19,6,Ads,Mobile,3,1,1
272,6,Direct,Mobile,1,1,0
403,4,Direct,Mobile,0,0,1
71,8,Google,Desktop,0,0,1
552,5,Ads,Mobile,0,1,0
9,5,Ads,Tablet,1,0,1
557,7,Ads,Mobile,0,0,0
185,6,Google,Desktop,1,1,1
73,6,Google,Mobile,0,1,1
43,7,Google,Mobile,1,1,1
919,6,Ads,Mobile,0,1,0
22,9,Google,Desktop,2,0,0
66,4,Ads,Mobile,0,1,0
128,5,Google,Desktop,1,1,1
290,10,Google,Desktop,1,1,0
236,4,Google,Mobile,1,1,0
40,1,Google,Mobile,0,0,0
102,7,Ads,Mobile,1,1,1
81,2,Google,Mobile,0,1,1
72,7,Google,Desktop,2,0,1
158,6,Ads,Mobile,1,0,0
365,5,Direct,Mobile,1,1,1
73,5,Ads,Mobile,0,1,0
137,1,Direct,Mobile,4,0,1
148,4,Direct,Mobile,0,1,0
1124,7,Direct,Mobile,0,0,1
928,3,Direct,Mobile,0,1,1
483,9,Ads,Mobile,2,1,1
82,6,Direct,Desktop,1,1,0
21,7,Google,Desktop,0,1,0
114,4,Google,Desktop,2,1,0
